id,url,gender,description,price_per_ml
p111927,https://www.sephora.co.uk/p/rabanne-fragrances-lady-million-eau-de-parfum-spray,women,"Highlights.                         . . . . . . .     .                         . . . ""Lady Million, the ultra-feminine fragrance for women by Rabanne. A carnal white floral fragrance, diamond-bright and daring. Shine for all to see, because decadence is thrilling. A trail of white flowers awakens the skin with fresh notes and exudes an intimate woody warmth. Infused with notes of jasmine, orange blossom and honey. An addictive scent, seductive, sensual. The striking gold bottle is fun, fabulous and created for a glamorous, confident woman. Perfectly packaged in decadent, gilded gold.. . THE FRAGRANCE. Lady Million is a fresh, woody, floral scent with notes of jasmine sambac, orange blossom, neroli, raspberry and bitter orange, this signature honey patchouli perfume manages to be evocative and brave. . . THE BOTTLE. A multi-faceted glass diamond. Clean, architectural, naturally dazzling. Special features: perfect size, beautiful shape, gold cabochon. Inspiration: """"The Regent"""", famous diamond preserved at the Louvre Museum. Creation: Noé Duchaufour-Lawrance. "". .     Directions. not available. Ingredients. ALCOHOL DENAT., PARFUM (FRAGRANCE), AQUA (WATER), LIMONENE, BENZYL SALICYLATE, ALPHA-ISOMETHYL IONONE, BENZOTRIAZOLYL DODECYL p-CRESOL, HYDROXYCITRONELLAL, BUTYLPHTHALIMIDE, ETHYLHEXYL SALICYLATE, BUTYL METHOXYDIBENZOYLMETHANE, HEXYL CINNAMAL, LINALOOL, ISOPROPYLPHTHALIMIDE, COUMARIN, CITRONELLOL, GERANIOL, CITRAL, BENZYL ALCOHOL, ISOEUGENOL, CI 14700 (RED 4), CI 19140 (YELLOW 5), CI 61570 (GREEN 5), CI 15985 (YELLOW 6).This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop RABANNE FRAGRANCES",1.41
p10001520,https://www.sephora.co.uk/p/floral-street-iris-goddess-eau-de-parfum-P10001520,women,"Highlights.                         . . . . . . .     .                         . . . A perfume for the alluring, exquisite, dazzling and flawless. A powdery, soft floral chypre perfume. Other-worldly and mystical. Vegan. Eco-friendly.. . An explosion of powdery violets collide with ripe red fruits.  Black vanilla, warm vegan musks and earthy carrot seed bring exotic depth. Sparkling lemon zest and red chilli pepper add a jolt of life. From the forest to the desert. An adventure in a bottle. . . Floral Street perfumes are created by one of the world's leading perfumers, Jérôme Epinette. Floral street is eco-conscious: each perfume is made from sustainably-sourced raw ingredients with eco-friendly packaging  that is reusable, recyclable or compostable - and all sustainably sourced.. . Its perfumes are also vegan. Each scent tells a unique story and creates a sense of luxury sure to please all tastes. . Whether you're feeling dreamy, determined or rebellious, we have a perfume to match your mood. So, who will you be today?. Directions. not available. Ingredients. Alcohol Denat., Parfum (Fragrance), Aqua/Water/Eau, Alpha Isomethyl Ionone, Benzophenone-2, Limonene, Cinnamyl Alcohol, Citral, Linalool, Geraniol, EugenolLemon Zest, Chilli Pepper, Midnight Violet, Suede Accord, Tuscan Orris, Carrot Seed, Patchouli Fraction, Black Vanilla, Liquid Musks.""""This list of ingredients is subject to change: please check the product packaging..             . . Notes.         Fragrance family: floral. . Fragrance category: powdery florals. . Key notes: iris, peach, vegan leather.     . . . . . . . Shop FLORAL STREET",1.48
p10001763,https://www.sephora.co.uk/p/floral-street-black-lotus-eau-de-parfum-P10001763,women,"Highlights.                         . . . . . . . A powerful and spicy, woody perfume. Black Lotus is our cult-favourite classic English-Rose with attitude. Ingredients. Alcohol Denat., Parfum (Fragrance), Aqua/Water/Eau, Hexyl Cinnamal, Alpha-Isomethyl Ionone, Geraniol, Citronellol, Limonene, Cinnamyl Alcohol, Linalool, Benzyl Benzoate, Coumarin, Cinnamal, Citral, Eugenol, Benzyl Salicylate, Farnesol, Evernia Prunastri (Oakmoss) Extract, Isoeugenol.This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop FLORAL STREET",2.9
p10062006,https://www.sephora.co.uk/p/gucci-the-alchemist-s-garden-a-chant-for-the-nymph-eau-de-parfum-P10062006,women,"GUCCI THE ALCHEMIST'S GARDEN Gucci The Alchemist's Garden reimagines the four stages of ancient alchemy. The Liquidum stage: Gucci A Chant for the Nymph Eau de Parfum. A CHANT FOR THE NYMPH EAU DE PARFUM The essence of a tropical forest filled with lush flowers. SOLAR. COLORFUL. ENCHANTING FRAGRANCE FAMILY: FLORAL AMBERY An enchanting array of tropical flowers. The sensual Tiare Flower and heavenly Frangipani are captured to recreate their creamy, floral aromas as experienced in a wild forest. Solar Ylang Ylang essence is obtained by a distillation of the raw ingredient through the transformative power of water. The essential oil is then physically separated from its aqueous phase by decantation. Vanilla Planifolia, a species of vanilla orchid, brings a touch of gourmand creaminess. THE BOTTLE Encased in a pink bottle to reflect the distilled lush flowers within. The bottle features the symbol of the charming flowers captured in the juice. OLFACTIVE ALCHEMIST Master perfumer Alberto Morillas captures the original smells of Frangipani and Tiare Flower, combining them together with Ylang Ylang distilled through water to create a solar essence, and Vanilla Planifolia for added creaminess.. .     Directions. SUGGESTED USAGE:|To enjoy the addictive notes of this Gucci perfume for longer, it is recommended to apply it to the body's pulse points, including the wrists, neck, behind the ears and chest.|Designed to be layered with other fragrances, create your own unique scent with other products from the Gucci Alchemist's Garden collection. There are three recommended layering combinations for Gucci A Chant for the Nymph Eau de Parfum:|Create a bold flowerbed of Bulgarian Rose essence & Frangipani accord by layering A Chant for the Nymph with A Song for the Rose Eau de Parfum.|Combine A Chant for the Nymph with Fiori di Neroli Eau de Parfum to evoke Mediterranean nights. Blended together, Neroli and Frangipani accord enchant like warm Italian evenings.|Enhance the fragrance with A Forgotten Rose perfumed oil, where Frangipani accord and dewy Rose are a bright and pure posy.. Ingredients. INGREDIENTS: ALCOHOL DENAT., PARFUM/FRAGRANCE, AQUA/WATER/EAU, BENZYL SALICYLATE, ACETYL CEDRENE, LINALOOL, HEXYL CINNAMAL, ETHYLHEXYL METHOXYCINNAMATE, HYDROXYCITRONELLAL, VANILLIN, BENZYL BENZOATE, FARNESOL, DIMETHYL PHENETHYL ACETATE, GERANIOL, BUTYL METHOXYDIBENZOYLMETHANE, ISOEUGENYL ACETATE, CITRONELLOL, LIMONENE, HEXAMETHYLINDANOPYRAN, BETA-CARYOPHYLLENE, CANANGA ODORATA OIL/EXTRACT, BENZYL ALCOHOL, OCTOCRYLENE, PINENE, COUMARIN, GERANYL ACETATE, CITRUS AURANTIUM PEEL OIL, ISOEUGENOL, CITRUS LIMON (LEMON) PEEL OIL, METHYL SALICYLATE, METHYL 2-OCTYNOATE, CINNAMYL ALCOHOL, CITRAL, BENZALDEHYDE, BENZYL CINNAMATE, TERPINOLENE, BHT.This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         Top Notes: FRANGIPANIHeart Notes: YLANG YLANG ESSENCEBase Notes: VANILLA PLANIFOLIA. . . . . . . . Shop Gucci",3.7
p10024893,https://www.sephora.co.uk/p/gucci-bloom-eau-de-toilette-spray,women,"Bloom into your true self with the new Gucci Bloom Eau de Toilette.     Inspiring a journey of self-discovery built on the empowering notion of connecting through difference, the floral fragrance for women stays true to the original Bloom signature. The newest addition to the Bloom bouquet is a lighter, more luminous interpretation of the Bloom signature that gently encourages women to Bloom into the truest version of themselves Characterised by a trio of Jasmine, Tuberose and Rangoon Creeper, it is now enlightened by a sweetened Neroli accord.     Just like the scent unfurls as its name suggests, Gucci Bloom women flourish in a natural, expressive and individual way, without conventional limitations. The perfume for her is presented in a frosted and luminous square-shaped pink glass bottle to bring freshness and vitality. The Gucci Bloom Eau de Toilette for women celebrate the vitality and diversity of those who identify with the House’s modern philosophy.    Fragrance Family: Floral  -Top Notes: Tuberose flower, Jasmine, Rangoon Creeper  Base Notes: Neroli accord    This Gucci perfume is great for everyday use. It is ideal for Spring and Summer wear.. . . . . . .     .             Ingredients. ALCOHOL DENAT., PARFUM/FRAGRANCE, AQUA/WATER/EAU, LINALOOL, BENZYL SALICYLATE, LIMONENE, HYDROXYCITRONELLAL, CITRONELLOL, GERANIOL, EUGENOL, BENZYL BENZOATE, FARNESOL, ISOEUGENOL, BENZYL ALCOHOL, CITRALThis list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Gucci",1.68
p4019107,https://www.sephora.co.uk/p/tom-ford-f-ing-fabulous-P4019107,women,"Fragrance Family: Warm & SpicyScent Type: Woody SpiceKey Notes: Fresh Lavender, Bitter Almond , Vanilla , Orris Root, Iris Flower, LeatherFragrance Description: Explicit, exclusive, and fabulous, this oriental artisanal scent features spices and warm and sweet gourmands.†A decadent oriental leather with an intoxicating grip captures a rarefied air. With a name that says it all, the vibrant opening makes an instant statement as clary sage and fresh lavender command attention with aromatic foreplay.Delectable bitter almond and vanilla inflections infuse textural richness to the leather heart. Drenched in orrisroot from the iris flower, the full luscious body of the supple Italian plonge reveals its exquisite beauty. . Directions. - On clean skin, spray fragrance once or twice on desired areas. Do not rub the fragrance on skin, as this will alter how the fragrance develops.Pro-Tip: Layer your fragrance with All Over Body Spray for a more sensorial experience. . Ingredients. Alcohol Denat., Fragrance, Water, Tocopherol, Limonene, Linalool, Coumarin, Alpha-Isomethyl Ionone, Hexyl Cinnamal, Citronellol, Geraniol, Benzyl Benzoate, Farnesol, Citral, Cinnamyl Alcohol, Benzyl Cinnamate, Anise Alcohol, Bht, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate.This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Tom Ford",9.0
p10026785,https://www.sephora.co.uk/p/estee-lauder-tender-light-eau-de-parfum-spray,women,"In a burst of pure light be lifted into a palace of dreams. A golden realm of the senses that captures the warmth and joy that sunlight makes you feel. Awakening, illuminating and energising. Leaving you feeling radiantly alive. This Tender Light Eau de Parfum Spray fragrance has a feeling of joyful positivity. THE EXPERIENCE:- Feel the joy of sunlight in a palace of dreams.FEELING:- Joyful.- Positivity.NOTES:- Chinese Tea Accord.- Bergamot.- Florentine Iris.THE FRAGRANCE FAMILY:- Tender Light is an exhilarating Citrus Green fragrance. The lightest, freshest scent in the Luxury Collection, it belongs to our Fresh fragrance family.THE SCENT STORY:- The distinctive fresh scent of an exclusively crafted Chinese Tea Accord is surrounded by the ultra-luxe freshness of Bergamot and warm, velvety Florentine Iris. Inspired by the warmth and joy of sunlight.AN EVOLUTION IN SCENT SCIENCE: INTUITIVE, ELEGANT, INFUSED WITH EMOTION- AN EXPERIENCE THAT STAYS WITH YOU: Thanks to Estée Lauder's ScentCapture Fragrance Extender™ technology, the scent lasts up to 12 hours after every application.* Nature and perfumery collide to create an astonishing innovation from Estée Lauder a true first in luxury fragrance technology, and exclusively theirs.- A FRAGRANCE THAT AROUSES THE EMOTIONS: Innovative testing shows that experiencing Tender Light evokes true feelings of joy and positivity in those who are drawn to the scent.THE SYMBOLISM:- Unlocking another layer of wonder, the design features a stylised branch of tea leaves, symbolising harmony and peace.*Sensory panel of 15 fragrance experts.. Directions. Take your mind and your senses on an enchanted journey by spraying onto pulse points, or anywhere you like to wear your fragrance.. Ingredients. ALCOHOL DENAT., FRAGRANCE (PERFUME), WATER\AQUA\EAU, LIMONENE, PPG-12/SMDI COPOLYMER, HYDROXYETHYLCELLULOSE, POLOXAMER 407, POLYURETHANE-1, HYDROXYCITRONELLAL, LINALOOL, BENZYL SALICYLATE, HEXYL CINNAMAL, ALPHA-ISOMETHYL IONONE, CITRAL, COUMARIN, GERANIOL, CITRONELLOL, BENZYL ALCOHOL, ETHYLHEXYL METHOXYCINNAMATE, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL SALICYLATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, RED 4 (CI 14700), EXT. VIOLET 2 (CI 60730) This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Estée Lauder",1.4
p3100060,https://www.sephora.co.uk/p/prada-la-femme-prada-intense,women,"The Prada woman is not one, she is many. La Femme Prada Intense reveals her multiplicity through a fragrance that experiments with gender, tradition and identity. . . La Femme Prada Intense is an Eau de Parfum with a sultry, almost oriental quality, which exudes a heady sensuality.  The intensity of the fragrance is achieved by magnifying the Tuberose, Ylang-Ylang and Patchouli at the heart of its composition.. .     Directions. not available. Ingredients. ALCOHOL DENAT., AQUA (WATER)  PARFUM (FRAGRANCE), BENZYL SALICYLATE, LINALOOL, ETHYLHEXYL METHOXYCINNAMATE, HEXYL CINNAMAL, CITRONELLOL, HYDROXYCITRONELLAL, LIMONENE, GERANIOL, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL SALICYLATE, BENZYL BENZOATE, COUMARIN, EUGENOL, FARNESOL, ISOEUGENOL, BENZYL CINNAMATE, BENZYL ALCOHOL, CINNAMYL ALCOHOL, CITRAL, CINNAMAL, CI 60730 (EXT. VIOLET 2), CI 14700 (RED 4), CI 17200 (RED 33), CI 19140 (YELLOW 5), CI 42090 (BLUE 1)""""This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Prada",1.55
p1000210864,https://www.sephora.co.uk/p/by-rosie-jane-rosie-eau-de-parfum-home-away,women,"Highlights.                         . . . . . . . . . . This set contains :.     this set contains: - 1.7 oz/50ml full size ROSIE eau de parfum- 0.33 oz/10ml travel size ROSIE eau de parfum travel spray. at by/rosie jane, clean isn't a trend—it's our standard.. ROSIE JOHNSTON created by/rosie jane to offer something better, products that are safer, more beautiful, and crafted with care. from the beginning, ROSIE set out to make clean formulas that go beyond regulatory standards, avoiding controversial ingredients without ever sacrificing effectiveness.. . our promise? no parabens, sulfates, phthalates, silicones, artificial dyes, formaldehydes, oxybenzone, octinoxate, hydroquinone, triclosan, coal tar, or methylisothiazolinone—ever. every formula, every bottle, every decision is made with people and the planet in mind.. . each fragrance is designed to make you FEEL, to spark a memory, a mood, or a moment you didn't even know you missed. ROSIE is inspired by naked skin and FEELS LIKE sleeping in your birthday suit.. . . . . . .     .             Ingredients. organic alcohol denat., ambrettolide, ambroxan, dipropylene glycol, ethylene brassylate.This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         white musk + sweet rose.     . . . . . . . Shop By Rosie Jane",1.33
p61477,https://www.sephora.co.uk/p/issey-miyake-l-eau-d-issey-eau-de-toilette,women,"L'Eau d'Issey awakens a feeling of total beauty.L'Eau d'Issey is a pure floral with musky and woody tones. A very complex fragrance, the Eau de Toilette is made up of a wide range  of floral scents including lotus, cyclamen, freesia, carnations, and white lilies, with hints of amberseed and musk.Notes:Lotus, Freesia, Cyclamen, Rose Water, Fresh Peonies, Carnation, White Lilies, Precious Woods, Osmanthus, Tuberose, Amberseed, Musk.Style:Fresh. Warm. Sparkling.. .     Directions. not available. Ingredients. ALCOHOL, PARFUM (FRAGRANCE), AQUA (WATER), HEXAMETHYLINDANOPYRAN, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, HYDROXYCITRONELLAL, LINALOOL, CITRONELLOL, EUGENOL, GERANIOL, TERPINEOL, AMYL SALICYLATE, ROSE FLOWER OIL/EXTRACT, BENZYL BENZOATE, PELARGONIUM GRAVEOLENS FLOWER OIL, FARNESOL, LIMONENE, ROSE KETONES, VANILLIN, GERANYL ACETATE, CITRAL, BETA-CARYOPHYLLENE, METHYL SALICYLATECette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté.This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Issey Miyake",1.52
u160228,https://www.sephora.co.uk/p/Jo-Malone-London-Moonlit-Camomile-Night-Cologne-100ml,women,"An evening wander filled with possibility. The enchanting freshness of feathery English chamomile leaves mingle with bright, white moon-flowers, glimpsed in the garden after dark. Enveloped in the gentle sensuality of cocooning musk.. .     Directions. Spritz generously onto your wrists, neck and pulse points – your body heat will help to diffuse the fragrance as the day goes on. . Wear alone or layer with another Cologne or your favourite Bath & Body products.. . . . . . . Shop Jo Malone London",
p10013717,https://www.sephora.co.uk/p/narciso-rodriguez-for-her-musc-noir-eau-de-parfum,women,"For Her MUSC NOIR captures the essence of a sensual and mysterious new femininity.. . History of the fragrance. The new Narciso Rodriguez fragrance, for her MUSC NOIR, pays tribute to the inner beauty of each woman. . Inspired by the original for her fragrance, MUSC NOIR reinterprets its codes, building on the iconic sillage’s darkest and most intense facets.. This new chapter in the collection is an ode to the mysterious nature of feminine sensuality. Here, musc has been reinvented to underscore the new scent’s addictive nature and paints the fascinating portrait of a modern, enigmatic femininity. . . The olfactory notes:. Top notes of juicy plums followed by heliotrope, an addictive flower with an intoxicating scent, bring brightness to the fragrance.Next, heart of musc, the for her olfactory signature, is enveloped in mystery and sensuality. In the bottom notes, a leather suede accord adds texture to the musc, which deepens and intensifies.. Directions. When combined with For Her PURE MUSC, MUSC NOIR is transformed into an addictive and powerful sillage – your personal sillage. Layering these two fragrances magnifies the plum facet of MUSC NOIR eau de parfum while preserving the sensuality of heart of musc.. Ingredients. ALCOHOL, PARFUM (FRAGRANCE), BUTYLENE GLYCOL, GLYCERIN, AQUA (WATER), BENZYL SALICYLATE, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL METHOXYCINNAMATE, COUMARIN, BHT, LINALOOL, HEXYL CINNAMAL, HYDROXYCITRONELLAL, BENZYL ALCOHOL, CINNAMYL ALCOHOL, EUGENOL, CINNAMAL, AMYL CINNAMAL, GERANIOL, LIMONENE, BENZYL BENZOATE, CI 14700 (RED 4), CI 60730 (EXT. VIOLET 2), CI 19140 (YELLOW 5)This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         Top Notes: plum Heart Notes : heliotrope and heart of muscBase Notes: leather suede accords.     . . . . . . . Shop Narciso Rodriguez",2.4
p10013926,https://www.sephora.co.uk/p/guerlain-nahema-eau-de-parfum,women,"Nahema is part of Guerlain's Legendary fragrance collection. A collection made of emblematic fragrances, composed for more than a century by 5 generations of Perfumers. These mythical pioneer perfumes compose a unique olfactive library, that the Maison Guerlain endeavors to preserve. . . Nahema is an enigmatic elixir whose muse is an oriental rose with spellbinding charm. Its main olfactory note gradually transforms into a haunting presence. It took its creator four years to develop this rich and somptuous women's fragrance. . . Nahema is presented in the iconic “inverted heart” bottle. Designed in 1912 by George Chevalier as the quintessence of femininity: a subtle blend of lines and curves, rounded and harmonious shoulders, a cap carved in the shape of an inverted heart.. .     Directions. not available. Ingredients. #09591   : ALCOHOL , AQUA (WATER) , PARFUM (FRAGRANCE) , BENZYL SALICYLATE , CITRONELLOL , EUGENOL , CINNAMYL ALCOHOL , GERANIOL , ALPHA-ISOMETHYL IONONE , ETHYLHEXYL METHOXYCINNAMATE , COUMARIN , BENZYL BENZOATE , LINALOOL , BUTYL METHOXYDIBENZOYLMETHANE , BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE , LIMONENE , FARNESOL , BHT , BENZYL ALCOHOL , BENZYL CINNAMATE , CITRAL , CINNAMAL , HEXYL CINNAMAL , TOCOPHEROLThis list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop GUERLAIN",1.73
p10048952,https://www.sephora.co.uk/p/gucci-bloom-for-her-eau-de-parfum-intense,women,"The Gucci Bloom garden of dreams launched with the original Gucci Bloom Eau de Parfum for women, which brought along a new vision of femininity and relentless authenticity . . Gucci Bloom Eau de Parfum Intense, blended by Master Perfumer Alberto Morillas, is an addictive deep floral fragrance that smells divine, weaving the signature of Jasmine Bud extract and Tuberose into an embodied essence. The Eau de Parfum Intense naturally expands into its full vital and mesmerizing expression, blooming like the individual who wears it.. . A nocturnal spell for awakening the magic of your inner self. Gucci Bloom Eau de Parfum Intense bottles the feminine force of creativity, revealing the most entrancing distillation in the Gucci Bloom garden yet. Its inspired fragrance intensifies the Gucci Bloom white floral blend with added sensuality, a go-to perfume for any occasion.. . THE SCENT. A radiant top note of Orange Blossom Absolute opens the incantation while its floral heart of Jasmine Sambac and Tuberose unfurls with Lady of the Night–a night-blooming flower that heightens the heady bouquet. Grounded in a base of Patchouli Essence and Crystal Moss Accord, the essence of this Gucci scent invokes deep perception and echoes with a sensuous scent, a great smell that is sure to attract plenty of compliments. . . THE BOTTLE. The distinctive square bottle that holds this Eau de Parfum Intense is embellished with a red Toile de Jouy Herbarium Gucci print, radiating creative power and bold luminosity.. . . . . . .     .             Ingredients. ALCOHOL DENAT., PARFUM/FRAGRANCE, AQUA/WATER/EAU, LINALOOL, HYDROXYCITRONELLAL, CITRONELLOL, BENZYL SALICYLATE, GERANIOL, LIMONENE, HEXYL CINNAMAL, COUMARIN, EUGENOL, FARNESOL, AMYL CINNAMAL, BENZYL ALCOHOL, ALPHA-ISOMETHYL IONONE, ISOEUGENOL, CITRAL, CINNAMYL ALCOHOL.This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes. Top notes :Pear, Ginger Essence, MandarinHeart notes :Sambac Jasmine Absolute, Orange Blossom Absolute, Lady of the NightBase notes :Patchouli Essence, Coconut, Crystal Moss. . . . . . . . Shop Gucci",2.06
p10018442,https://www.sephora.co.uk/p/chloe-chloe-eau-de-parfum-naturelle-refillable,women,"Exuding the modern scent of organic rose, Chloé Eau de Parfum Naturelle is an irresistibly floral perfume for women, connecting the strength and spontaneity of nature with that of the free-spirited Chloé girl. Effortlessly elegant, as well as authentic and aware, she lives in harmony with the natural environment she cherishes and that inspires her.. . This fresh and feminine eau de parfum for women is an eco-conscious perfume rooted in nature for wholesome luxury that resonates with the independent Chloé girl's lifestyle. Spritz on your wrists and neck to reveal a full expression of the graceful strength of nature. Vegan and formulated with 100% natural origin fragrance, the eau de parfum is also formulated with ethically sourced ingredients and naturally derived alcohol to envelop you in floral freshness all day long. Each gentle whisper of the emblematic and woody organic rose will remind you of a serene, natural setting that soothes and awakens the spirit.. . Hand-picked and ethically sourced, organic rose is the hero ingredient of this eau de parfum, opening the perfume with an airy and feminine aura complemented by Moroccan neroli. Fresh and delicate cedrat essence mingles with green, sparkling blackcurrant for an assertive spirit, while base notes of cedar essence add a powerful woody facet. Sensual mimosa highlights the scent's round character and elevates the floral heart notes.. . This perfume comes in a travel-friendly glass pen spray bottle, with sustainable cardboard packaging made of 47% recycled materials. The elegant, timeless design will slip easily into your handbag.. . The eau de parfum is centered on the emblematic organic rose, creating an airy and feminine aura. Moroccan neroli compliments the floral notes, while fresh and delicate cedrat essence combines with green, sparkling blackcurrant to impart an assertive character. Base notes of cedar add a powerful woody facet, offset by sensual mimosa that lends roundness to the modern, woody rose accord.. .     Directions. - Spritz the Eau de Parfum on your wrists and neck.. - Don't rub, let it dry naturally.. - Feel free to gently mist your skin and clothes in the morning.. . Store the bottle in a cool, dark and dry place. Once your 100ml Rose Naturelle bottle is empty, unscrew the pump of your bottle.. . Screw the 150ml refill directly on the neck. The filling will be automatically stopped. Unscrew your refill holding the white cap.. Ingredients. ALCOHOL DENAT., AQUA/WATER/EAU, PARFUM/FRAGRANCE, LIMONENE, LINALOOL, CITRAL, EUGENOL, ROSA DAMASCENA FLOWER OIL, GERANIOL, CITRONELLOL, FARNESOL, BENZYL ALCOHOL.This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         Top Notes: cedrat essence & raspberry extract. Heart Notes: organic rose essence & neroli essence. Base Notes: cedar essence & mimosa absolute.     . . . . . . . Shop Chloé",2.37
p2872016,https://www.sephora.co.uk/p/tom-ford-neroli-portofino-all-over-body-spray,women,"Vibrant. Sparkling. Transportive. To Tom Ford, this scent perfectly captures the cool breezes, sparkling clear water, and lush foliage of the Italian Riviera. His reinvention of a classic eau de cologne features crisp citrus oils, surprising floral notes, and amber undertones to leave a splashy yet substantive impression.. . . Directions. On clean skin, spray once or twice on desired areas. Do not rub the fragrance on skin. This will alter how the fragrance develops.. Ingredients. DIMETHYL ETHER, ALCOHOL DENAT., WATER\AQUA\EAU, FRAGRANCE (PARFUM), TOCOPHEROL, BHT, LIMONENE, LINALOOL, GERANIOL, CITRAL, FARNESOL, HYDROXYCITRONELLAL, CITRONELLOL  This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Tom Ford",0.43
p1000210855,https://www.sephora.co.uk/p/by-rosie-jane-remi-eau-de-parfum,women,"Highlights.                         . . . . . . . . . .     .                         . . . at by/rosie jane, clean isn't a trend, it's our standard. we make safe, beautiful products with no parabens, sulfates, phthalates, or silicones, ever. REMI is inspired by california citrus groves and feels like a cozy cabin in the california mountains.. . . . . . .     .             Ingredients. organic sugarcane alcohol, ambroxide, benzyl salicylate,citrus aurantium bergamia (bergamot) fruit oil, citrus aurantium dulcis (orange) peel oil,citrus nobilis (mandarin orange) peel oil, delta-muscenone*, dimethylcyclohexylethoxy isobutylpropanoate, dipropylene glycol, ethylene brassylate, habanolide*, methyl dihydrojasmonate, methyl dihydroxy-dimethylbenzoate, methylbenzyl acetate, tetramethyl acetyloctahydronaphthalenes.This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         bright mandarin - fresh cardamom - white amber.     . . . . . . . Shop By Rosie Jane",1.48
p10061562,https://www.sephora.co.uk/p/gucci-the-alchemist-s-garden-a-midnight-stroll-eau-de-parfum-P10061562,women,"GUCCI THE ALCHEMIST'S GARDEN Gucci The Alchemist's Garden reimagines the four stages of ancient alchemy. The Substratum stage: Gucci A Midnight Stroll Eau de Parfum. A MIDNIGHT STROLL EAU DE PARFUM The entire resinous identity of Incense, evoked. RESINOUS. SMOKY. ALLURING FRAGRANCE FAMILY: WOODY AMBERY Powerfully smoky Cade meets with Vulcain Incense that utilizes the Pyrogenation process. Instead of preserving its usual top notes, this calcinating process targets incense's heavy, leathery notes, sublimating them to add an intensely alluring dry-down. These spicy, woody, and balsamic notes merge with the fresh, woody, conifer notes of Cypress, and the cooling camphoraceous notes of Cedarwood. THE BOTTLE Encased in a black bottle to reflect the calcinated concoction within. A jaguar seals the scent as a symbol of its dark, alluring intensity. OLFACTIVE ALCHEMIST Master perfumer Alberto Morillas' use of Vulcain Incense via Pyrogenation, a controlled and monitored extraction process, ensures the Incense's powerfully deep notes are evoked.. .     Directions. SUGGESTED USAGE:|To enjoy the addictive notes of this Gucci perfume for longer, it is recommended to apply it to the body's pulse points, including the wrists, neck, behind the ears and chest.|Designed to be layered with other fragrances, create your own unique scent with other products from the Gucci Alchemist's Garden collection.|There are three recommended layering combinations for Gucci A Midnight Stroll Eau de Parfum:|Layer A Midnight Stroll with Vanilla Firenze Eau de Parfum, where Italian Orris, Vanilla and Incense beguile like a smoky terrain.|Combine A Midnight Stroll with Fiori di Neroli Eau de Parfum. Paired together, Neroli & Incense essence allure like citrus in smoky moonlight.|Fold yourself into the darkness of A Midnight Stroll Gucci perfume with woody perfumed oil Fading Autumn where Smoky Incense essence skulks with intense Woods.. Ingredients. ALCOHOL DENAT., PARFUM/FRAGRANCE, AQUA/WATER/EAU, LINALOOL, LIMONENE, EUGENOL, ISOEUGENOL, METHYL 2-OCTYNOATE.This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         CYPRESSCEDARWOODINCENSE EXTRACT. . . . . . . . Shop Gucci",2.4
